Creator Name,slug,Creator Channel,Link Primary,Platform Primary,Platform 2 Name,Platform 2 Link,Platform 3 Name,Platform 3 Link,Platform 4 Name,Platform 4 Link,Topic/Category,Geography,Groups,Geo City,Geo State,Geo Country,Geo Region
Michael Nagrant,michael-nagrant,The Hunger,https://thehunger.substack.com,Newsletter - Substack,,,,,,,"Restaurants, Food, Local News","Chicago, IL","Civic Life, Lifestyle & Personal Life",Chicago,IL,US,Midwest
Michael Ruhlman,michael-ruhlman,Michael Ruhlman,https://ruhlman.substack.com,Newsletter - Substack,,,,,,,Food,"Cleveland, OH",Lifestyle & Personal Life,Cleveland,OH,US,Midwest
Michael Thomas,michael-thomas,Distilled,https://www.distilled.earth,Newsletter - Substack,Social - LinkedIn,https://www.linkedin.com/in/michael-thomas-4b01054a,,,,,"Climate/Environment, Politics, Business",Colorado - US,"Power & Politics, Science, Health & Environment, Money & Work",,CO,US,West
Michael Wolff,michael-wolff,Howl,https://michaelwolffnyc.substack.com,Newsletter - Substack,,,,,,,Politics,"New York, NY",Power & Politics,New York,NY,US,Northeast
Michelangelo Signorile,michelangelo-signorile,The Signorile Report,https://www.signorile.com,Newsletter - Substack,,,,,,,"LGBTQIA, Politics","New York, NY","Power & Politics, Social Issues",New York,NY,US,Northeast
Micheline Maynard,micheline-maynard,CulinaryWoman,culinarywoman.substack.com,Newsletter - Substack,,,,,,,"Business, Food, Restaurants",Michigan - US,"Money & Work, Lifestyle & Personal Life",,MI,US,Midwest
Michelle Leder,michelle-leder,Foot Noted,https://footnoted.com,Newsletter - Ghost,,,,,,,Law/Legal Issues,National - US,Power & Politics,,,US,National
Mick Ryan,mick-ryan,Futura Doctrina,https://mickryan.substack.com,Newsletter - Substack,,,,,,,National Security,Australia,Power & Politics,,,Australia,International
Mike Butcher,mike-butcher,Pathfounders,https://pathfounders.com,Newsletter - Beehiiv,,,,,,,Tech,United Kingdom,Money & Work,,,United Kingdom,International
Mike Elgan,mike-elgan,Machine Society,https://machinesociety.ai,Website,,,,,,,"Tech, Culture",International,"Money & Work, Culture & Media",,,,International
Mike Elk,mike-elk,Payday Report,https://paydayreport.com,Website,,,,,,,Labor/Workers Rights,"Pittsburgh, PA",Money & Work,Pittsburgh,PA,US,Northeast
Mike Masnick,mike-masnick,Ctrl-Alt-Speech,https://ctrlaltspeech.com,Podcast,,,,,,,Tech,"San Mateo, CA",Money & Work,San Mateo,CA,US,West
Mike Shanahan,mike-shanahan,Nature Beat,https://thenaturebeat.substack.com,Newsletter - Substack,Social - Twitter / X,,,,,,"Climate/Environment, Outdoors",United Kingdom,"Science, Health & Environment, Lifestyle & Personal Life",,,United Kingdom,International
MIMS,mims,Make It Make Sense,https://www.youtube.com/@MakeItMakeSensemims,Video - YouTube,,,,,,,"Culture, Internet Culture, Entertainment/Hollywood",National - US,Culture & Media,,,US,National
Miranda Green,miranda-green,Evergreen,https://mirandacgreen.substack.com,Newsletter - Substack,Website,,,,,,"Climate/Environment, Politics","Los Angeles, CA","Power & Politics, Science, Health & Environment",Los Angeles,CA,US,West
Mohuya Khan,mohuya-khan,Mohuya Khan,https://www.instagram.com/mohuyaakhan,Video - Instagram,,,,,,,"Lifestyle, Fashion","New York, NY",Lifestyle & Personal Life,New York,NY,US,Northeast
Molly Jong-Fast,molly-jong-fast,Molly Jong-Fast,https://www.instagram.com/mollyjongfast,Video - Instagram,Video - YouTube,,,,,,"Politics, Culture","New York, NY","Power & Politics, Culture & Media",New York,NY,US,Northeast
Molly Morrison,molly-morrison,Molly Morrison,https://www.mollyhmorrison.com,Video - Instagram,,,,,,,Sports,National - US,Lifestyle & Personal Life,,,US,National
Molly O'Shea,molly-oshea,Sourcery,https://www.sourcery.vc,Newsletter - Substack,Video - YouTube,https://www.youtube.com/@SourceryVC,,,,,"Tech, Finance/Economics","Los Angeles, CA",Money & Work,Los Angeles,CA,US,West
Molly Tolsky,molly-tolsky,Hey Alma,https://www.instagram.com/hey.alma,Video - Instagram,,,,,,,"Entertainment/Hollywood, Identity/Belonging",New Jersey - US,"Social Issues, Culture & Media",,NJ,US,Northeast
Molly White,molly-white,Citation Needed,https://www.citationneeded.news,Newsletter - Ghost,,,,,,,Tech,"Boston, MA",Money & Work,Boston,MA,US,Northeast
Mona Chalabi,mona-chalabi,Mona Chalabi,https://monachalabi.com,Video - Instagram,,,,,,,World,National - US,General News,,,US,National
Monique,monique,Black Belt Babe,https://www.tiktok.com/@blackbeltbabe,Video - TikTok,,,,,,,"Culture, Politics, Identity/Belonging",National - US,"Power & Politics, Social Issues, Culture & Media",,,US,National
Monique O. Madan,monique-o-madan,Two can be true,https://moniqueomadan.substack.com,Newsletter - Substack,,,,,,,"Identity/Belonging, Careers, Parenting","Miami, FL","Social Issues, Money & Work, Lifestyle & Personal Life",Miami,FL,US,South
Morgan Lynzi,morgan-lynzi,Morganlynzi,https://www.instagram.com/morganlynzi,Video - Instagram,,,,,,,"Identity/Belonging, Culture, Health/Wellness","Los Angeles, CA","Social Issues, Science, Health & Environment, Culture & Media",Los Angeles,CA,US,West
Morgan McSweeney,morgan-mcsweeney,Dr. Noc,https://www.tiktok.com/@dr.noc,Video - TikTok,,,,,,,"Science, Health/Wellness",North Carolina - US,"Science, Health & Environment",,NC,US,South
Moses Sibley,moses-sibley,Made by Mojo,https://www.instagram.com/_madebymojo,Video - Instagram,,,,,,,"Local News, Film/Movies","Boston, MA","Civic Life, Culture & Media",Boston,MA,US,Northeast
Mychal Threets,mychal-threets,Mychal Threets,https://www.instagram.com/mychal3ts,Video - Instagram,Video - TikTok,,,,,,"Internet Culture, Parenting","Fairfield, California","Culture & Media, Lifestyle & Personal Life",Fairfield,CA,US,West
Nadia Bolz Weber,nadia-bolz-weber,Sarcastic Lutheran,https://www.instagram.com/sarcasticlutheran,Video - Instagram,,,,,,,Faith/Religion,"Denver, CO",Social Issues,Denver,CO,US,West
Naomi Brockwell,naomi-brockwell,Naomi Brockwell,https://www.youtube.com/c/NaomiBrockwellTV,Video - YouTube,,,,,,,Tech,"New York, NY",Money & Work,New York,NY,US,Northeast
Nat Herz,nat-herz,Northern Journal,www.northernjournal.com,Newsletter - Ghost,,,,,,,"Politics, Climate/Environment, Local News",Alaska - US,"Power & Politics, Civic Life, Science, Health & Environment",,AK,US,West
Natalie Berry,natalie-berry,Natalie Berry,https://www.instagram.com/natalie.a.berry,Video - Instagram,,,,,,,"Travel, Fitness, Outdoors",Scotland,Lifestyle & Personal Life,,,,Scotland
Natalie Jennings,natalie-jennings,Down From DC,https://downfromdc.substack.com,Newsletter - Substack,,,,,,,"Politics, Policy, Government Accountability, Local News",North Carolina - US,"Power & Politics, Civic Life",,NC,US,South
Natalie Wexler,natalie-wexler,Minding the Gap,https://nataliewexler.substack.com,Newsletter - Substack,,,,,,,Education,"Washington, D.C.",Civic Life,Washington,D.C.,,
Nate Silver,nate-silver,Silver Bulletin,https://www.natesilver.net,Newsletter - Substack,,,,,,,"Explanatory, Politics",New Hampshire - US,"Power & Politics, Journalism Formats",,NH,US,Northeast
Nathan Graber-Lipperman,nathan-graber-lipperman,Creator Mag,https://www.creatormag.blog,Newsletter - Substack,,,,,,,"Explanatory, Internet Culture","Chicago, IL","Culture & Media, Journalism Formats",Chicago,IL,US,Midwest
Nathan Yau,nathan-yau,FlowingData,https://flowingdata.com,Website,,,,,,,Data Visualization,National - US,Journalism Formats,,,US,National
Navya Singh,navya-singh,News with Navya,https://www.instagram.com/newswithnavya,Video - Instagram,Video - YouTube,,,,,,"Climate/Environment, Education",India,"Civic Life, Science, Health & Environment",,,India,International
Nayyera Haq,nayyera-haq,Nayyera Haq,https://www.instagram.com/nayyeroar,Video - Instagram,,,,,,,"Politics, Media/Power","Washington, D.C.","Power & Politics, Culture & Media",Washington,D.C.,,
Neelima Vallangi,neelima-vallangi,Climate Matters,https://climatematters.substack.com,Newsletter - Substack,Video - Instagram,https://www.instagram.com/neelimav,,,,,Climate/Environment,South Asia,"Science, Health & Environment",,,,South Asia
Neha Ruch,neha-ruch,Mother Untitled,https://www.thepowerpause.com,Website,,,,,,,"Identity/Belonging, Parenting","New York, NY","Social Issues, Lifestyle & Personal Life",New York,NY,US,Northeast
Neil Greenberg,neil-greenberg,Fancy Stats,https://fancystats.substack.com,Newsletter - Substack,,,,,,,Sports,"Washington, D.C.",Lifestyle & Personal Life,Washington,D.C.,,
Neil Malik,neil-malik,The Level,https://www.readthelevel.ca,Website,,,,,,,World,Canada,General News,,,Canada,International
Niala Boodhoo,niala-boodhoo,Niala Boodhoo,https://substack.com/@nialaboodhoo,Newsletter - Substack,,,,,,,Faith/Religion,"Washington, D.C.",Social Issues,Washington,D.C.,,
Nick Parish,nick-parish,Current Flow State,https://www.currentflowstate.com,Newsletter - Ghost,,,,,,,Outdoors,"Portland, OR",Lifestyle & Personal Life,Portland,OR,US,West
Nicolas Heller,nicolas-heller,New York Nico,https://www.instagram.com/NewYorkNico,Video - Instagram,,,,,,,Day in a Life,"New York, NY",Journalism Formats,New York,NY,US,Northeast
Nigel Braun,nigel-braun,NileRed,https://www.youtube.com/@NileRed,Video - YouTube,,,,,,,Science,Canada,"Science, Health & Environment",,,Canada,International
Niklas Kolorz,niklas-kolorz,Niklas Kolorz,https://www.tiktok.com/@niklaskolorz,Video - TikTok,,,,,,,"Science, Explanatory",Germany,"Science, Health & Environment, Journalism Formats",,,Germany,International
Nima Shirazi,nima-shirazi,Citations Needed,https://podcasts.apple.com/us/podcast/citations-needed/id1258545975,Podcast,,,,,,,"Media/Power, Politics","New York, NY","Power & Politics, Culture & Media",New York,NY,US,Northeast
Noah Carter,noah-carter,Noah Glenn Carter,https://www.tiktok.com/@noahglenncarter,Video - TikTok,,,,,,,"General News, Internet Culture, Tech",National - US,"Money & Work, General News, Culture & Media",,,US,National
Noah Rinsky,noah-rinsky,Old Jewish Men,https://www.instagram.com/oldjewishmen,Video - Instagram,,,,,,,"Culture, Local News, Comedy","New York, NY","Civic Life, Culture & Media",New York,NY,US,Northeast
Noah Smith,noah-smith,Noahpinion,https://www.noahpinion.blog,Newsletter - Substack,Social - Twitter / X,,,,,,"Finance/Economics, Tech","San Francisco, CA",Money & Work,San Francisco,CA,US,West
Noel Burgess,noel-burgess,Noel Burgess,https://www.instagram.com/mrnoelburgess,Video - Instagram,,,,,,,"Food, Travel, Identity/Belonging","San Francisco, CA","Social Issues, Lifestyle & Personal Life",San Francisco,CA,US,West
Noor Tagouri,noor-tagouri,Noor,https://www.instagram.com/noor,Video - Instagram,,,,,,,"Investigative, Identity/Belonging","New York, NY","Social Issues, Journalism Formats",New York,NY,US,Northeast
Norm Eisen,norm-eisen,Contrarian,https://contrarian.substack.com,Newsletter - Substack,,,,,,,"Politics, Law/Legal Issues","Washington, D.C.",Power & Politics,Washington,D.C.,,
Norman Oder,norman-oder,Atlantic Yards/Pacific Park Report,https://normanoder.substack.com,Newsletter - Substack,,,,,,,"Local News, Real Estate","New York, NY","Civic Life, Money & Work",New York,NY,US,Northeast
Not Bored In DC,not-bored-in-dc,Not Bored In DC,https://www.instagram.com/notboredindc,Video - Instagram,,,,,,,History,"Washington, D.C.",Culture & Media,Washington,D.C.,,
Olga Massov,olga-massov,"Food, Recipes, a day in a life",https://itsamatteroftaste.substack.com,Newsletter - Substack,,,,,,,"Food, Lifestyle","Washington, D.C.",Lifestyle & Personal Life,Washington,D.C.,,
Olivia Ruth Messer,olivia-ruth-messer,The Barbed Wire,https://thebarbedwire.com,Website,,,,,,,Politics,"Austin, TX",Power & Politics,Austin,TX,US,South
Om Malik,om-malik,On my Om,https://om.co,Website,,,,,,,Tech,"San Francisco, CA",Money & Work,San Francisco,CA,US,West
Omar Raja,omar-raja,Omar Raja,https://www.instagram.com/omar,Video - YouTube,,,,,,,Sports,National - US,Lifestyle & Personal Life,,,US,National
Owen Jones,owen-jones,Owen Jones Talks,https://www.youtube.com/@OwenJonesTalks,Video - YouTube,,,,,,,"Politics, World",United Kingdom,"Power & Politics, General News",,,United Kingdom,International
Paris Marx,paris-marx,Paris Marx,https://bsky.app/profile/parismarx.com,Social - BlueSky,,,,,,,"Tech, World",Canada,"Money & Work, General News",,,Canada,International
Pat Myers,pat-myers,The Gene Pool,https://geneweingarten.substack.com,Newsletter - Substack,,,,,,,"Comedy, General News","Washington, D.C.","General News, Culture & Media",Washington,D.C.,,
Pat The Designer (P. Kidd),pat-the-designer-p-kidd,Windy City Breeze,https://www.youtube.com/@TheWindyCityBreeze,Video - YouTube,,,,,,,"Sports, Local News","Chicago, IL","Civic Life, Lifestyle & Personal Life",Chicago,IL,US,Midwest
Patrick Boyle,patrick-boyle,Patrick Boyle,https://www.youtube.com/@PBoyle,Video - YouTube,,,,,,,"History, Finance/Economics",National - US,"Money & Work, Culture & Media",,,US,National
Patrick Gray,patrick-gray,Risky Business,https://podcasts.apple.com/us/podcast/risky-business/id216478078,Podcast,,,,,,,Tech,Australia,Money & Work,,,Australia,International
Patrick Kennedy,patrick-kennedy,Serve the Home,https://www.youtube.com/ServeTheHomeVideo,Video - YouTube,,,,,,,Tech,"Scottsdale, AZ",Money & Work,Scottsdale,AZ,US,West
Patrick McNamara,patrick-mcnamara,Oh My Rockness,www.ohmyrockness.com,Website,,,,,,,"Things to do, Music","New York, NY","Culture & Media, Lifestyle & Personal Life",New York,NY,US,Northeast
Patrick Pfingsten,patrick-pfingsten,The Illinoize,www.theillinoize.com,Website,,,,,,,"Politics, Local News",Illinois - US,"Power & Politics, Civic Life",,IL,US,Midwest
"Patrick, Jeremy, Randy Richardson",patrick-jeremy-randy-richardson,Wrigleyville Nation,https://www.wrigleyvillenation.com,Website,,,,,,,"Sports, Local News","Chicago, IL","Civic Life, Lifestyle & Personal Life",Chicago,IL,US,Midwest
"Paul ""Barbs"" Barbato",paul-barbs-barbato,Geography Now,https://www.youtube.com/GeographyNow,Video - YouTube,,,,,,,"Explanatory, World, Travel","Los Angeles, CA","General News, Journalism Formats, Lifestyle & Personal Life",Los Angeles,CA,US,West
Paul Brandus,paul-brandus,Disinformation Wire,https://disinformationwire.substack.com,Newsletter - Substack,Social - LinkedIn,,,,,,Investigative,Virginia - US,Journalism Formats,,VA,US,South
Paul Fain,paul-fain,The Job,https://the-job.beehiiv.com,Newsletter - Beehiiv,,,,,,,"Education, Careers","Columbus, OH","Civic Life, Money & Work",Columbus,OH,US,Midwest
Paul Krugman,paul-krugman,Paul Krugman,https://paulkrugman.substack.com,Newsletter - Substack,,,,,,,"Finance/Economics, World","New York, NY","Money & Work, General News",New York,NY,US,Northeast
Paul Mueller,paul-mueller,Paul Mueller,https://www.tiktok.com/@therealpaulmueller,Video - TikTok,,,,,,,"Activism, Animals","New Bedford, MA","Social Issues, Lifestyle & Personal Life",New Bedford,MA,US,Northeast
Paul Offit,paul-offit,Beyond the Noise,https://pauloffit.substack.com,Newsletter - Substack,,,,,,,"Health/Wellness, Science","Philadelphia, PA","Science, Health & Environment",Philadelphia,PA,US,Northeast
Paul Queary,paul-queary,The Washington Observer,https://washingtonobserver.substack.com,Newsletter - Substack,,,,,,,"Politics, Local News",Washington - US,"Power & Politics, Civic Life",,Washington,United States,West
Paul Rivera,paul-rivera,paulriveranews,https://www.facebook.com/paulriveranews,Social - Facebook,Video - YouTube,https://www.youtube.com/@PaulRiveraNews,,,,,"Climate/Environment, Local News","Washington, D.C.","Civic Life, Science, Health & Environment",Washington,D.C.,,
Pete Enns,pete-enns,The Bible for Normal People,https://thebiblefornormalpeople.com,Podcast,,,,,,,Faith/Religion,"Philadelphia, PA",Social Issues,Philadelphia,PA,US,Northeast
Pete Kastanes,pete-kastanes,Vanished Chicagoland Stories,https://vanishedchicagoland.blog,Podcast,,,,,,,"Culture, Explanatory, Local News, History","Chicago, IL","Civic Life, Culture & Media, Journalism Formats",Chicago,IL,US,Midwest
Pete Pachal,pete-pachal,The Medai Copilot,https://mediacopilot.substack.com,Newsletter - Substack,,,,,,,"Tech, Media/Power","New York, NY","Money & Work, Culture & Media",New York,NY,US,Northeast
Peter Beck,peter-beck,CourtWatch,https://www.courtwatch.news,Newsletter - Beehiiv,,,,,,,Law/Legal Issues,National - US,Power & Politics,,,US,National
Peter Erdelyi,peter-erdelyi,Media Finance Monitor,https://funds4media.substack.com,Newsletter - Substack,,,,,,,"World, Media/Power",Hungary,"General News, Culture & Media",,,,Hungary
Peter Geoghegan,peter-geoghegan,Democracy for Sale,https://democracyforsale.substack.com,Newsletter - Substack,,,,,,,"Investigative, Politics, Government Accountability",United Kingdom,"Power & Politics, Journalism Formats",,,United Kingdom,International
Peter Greene,peter-greene,Curmudgucation,https://curmudgucation.blogspot.com,Website,,,,,,,Education,Pennsylvania - US,Civic Life,,PA,US,Northeast
Peter Kalmus,peter-kalmus,Climate Human,https://substack.com/@climatehuman,Newsletter - Substack,,,,,,,Climate/Environment,North Carolina - US,"Science, Health & Environment",,NC,US,South
Peter Shamshiri,peter-shamshiri,5-4 Pod,https://www.fivefourpod.com,Podcast,,,,,,,"Law/Legal Issues, Politics",National - US,Power & Politics,,,US,National
Petula Devorak,petula-devorak,Persisters,https://petuladvorak.substack.com,Newsletter - Substack,,,,,,,Local News,"Washington, D.C.",Civic Life,Washington,D.C.,,
Phil Levin,phil-levin,Super Nuclear,https://supernuclear.substack.com,Newsletter - Substack,,,,,,,"Lifestyle, Home","New York, NY",Lifestyle & Personal Life,New York,NY,US,Northeast
